mol,enan,Eafw,Earev,dErxn,ETS,ERt,EPr,HRt,HPr,HTS,Hafw,dH,rxn_smiles_mapped,rxn_smiles
1aMebp1,S,8.86357132,13.11494801,-4.251376686,-1503211.70631431,-1503220.56987894,-1503224.82125241,-1502974.3886856,-1502977.45281205,-1502965.68199823,8.70668737497181,-3.06412644707598,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:40]2[c:26]([c:31]([C:44]([H:45])([H:46])[H:47])[c:32]([H:36])[c:30]([H:43])[c:29]2[H:42])-[c:27]2[c:33]([C:48]([H:49])([H:50])[H:51])[c:34]([H:37])[c:35]([H:38])[c:28]([H:39])[n+:41]2[O:25]1>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:40]2[c:26]([c:31]([C:44]([H:45])([H:46])[H:47])[c:32]([H:36])[c:30]([H:43])[c:29]2[H:42])-[c:27]2[c:33]([C:48]([H:49])([H:50])[H:51])[c:34]([H:37])[c:35]([H:38])[c:28]([H:39])[n+:41]2[O:25]1,[Si-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([C]([H])([H])[H])[c]([H])[c]([H])[c]2[H])-[c]2[c]([C]([H])([H])[H])[c]([H])[c]([H])[c]([H])[n+]2[O]1>>[Si-]1([O][C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([C]([H])([H])[H])[c]([H])[c]([H])[c]2[H])-[c]2[c]([C]([H])([H])[H])[c]([H])[c]([H])[c]([H])[n+]2[O]1
1aMebp2,S,7.124115058,20.87284763,-13.74873258,-1503212.91615167,-1503220.04026134,-1503233.78898353,-1502974.44139636,-1502986.21158267,-1502966.74750851,7.69388784887269,-11.7701863131952,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:40]2[c:26]([c:31]([C:44]([H:45])([H:46])[H:47])[c:32]([H:36])[c:30]([H:43])[c:29]2[H:42])-[c:27]2[c:33]([C:48]([H:49])([H:50])[H:51])[c:34]([H:37])[c:35]([H:38])[c:28]([H:39])[n+:41]2[O:25]1>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:40]2[c:26]([c:31]([C:44]([H:45])([H:46])[H:47])[c:32]([H:36])[c:30]([H:43])[c:29]2[H:42])-[c:27]2[c:33]([C:48]([H:49])([H:50])[H:51])[c:34]([H:37])[c:35]([H:38])[c:28]([H:39])[n+:41]2[O:25]1,[Si-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([C]([H])([H])[H])[c]([H])[c]([H])[c]2[H])-[c]2[c]([C]([H])([H])[H])[c]([H])[c]([H])[c]([H])[n+]2[O]1>>[Si-]1([O][C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([C]([H])([H])[H])[c]([H])[c]([H])[c]2[H])-[c]2[c]([C]([H])([H])[H])[c]([H])[c]([H])[c]([H])[n+]2[O]1
1aMebp3,S,9.561361855,21.45831397,-11.89695212,-1503212.2560122,-1503221.81736683,-1503233.71430996,-1502975.48619885,-1502985.92167352,-1502966.04595345,9.44024539599195,-10.4354746700265,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:40]2[c:26]([c:31]([C:44]([H:45])([H:46])[H:47])[c:32]([H:36])[c:30]([H:43])[c:29]2[H:42])-[c:27]2[c:33]([C:48]([H:49])([H:50])[H:51])[c:34]([H:37])[c:35]([H:38])[c:28]([H:39])[n+:41]2[O:25]1>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:40]2[c:26]([c:31]([C:44]([H:45])([H:46])[H:47])[c:32]([H:36])[c:30]([H:43])[c:29]2[H:42])-[c:27]2[c:33]([C:48]([H:49])([H:50])[H:51])[c:34]([H:37])[c:35]([H:38])[c:28]([H:39])[n+:41]2[O:25]1,[Si-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([C]([H])([H])[H])[c]([H])[c]([H])[c]2[H])-[c]2[c]([C]([H])([H])[H])[c]([H])[c]([H])[c]([H])[n+]2[O]1>>[Si-]1([O][C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([C]([H])([H])[H])[c]([H])[c]([H])[c]2[H])-[c]2[c]([C]([H])([H])[H])[c]([H])[c]([H])[c]([H])[n+]2[O]1
1aMebp4,S,9.332948407,23.12184159,-13.78889318,-1503208.80032014,-1503218.13326149,-1503231.92214426,-1502972.08949263,-1502984.21422153,-1502962.72705835,9.36243428010494,-12.1247288980521,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:40]2[c:26]([c:31]([C:44]([H:45])([H:46])[H:47])[c:32]([H:36])[c:30]([H:43])[c:29]2[H:42])-[c:27]2[c:33]([C:48]([H:49])([H:50])[H:51])[c:34]([H:37])[c:35]([H:38])[c:28]([H:39])[n+:41]2[O:25]1>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:40]2[c:26]([c:31]([C:44]([H:45])([H:46])[H:47])[c:32]([H:36])[c:30]([H:43])[c:29]2[H:42])-[c:27]2[c:33]([C:48]([H:49])([H:50])[H:51])[c:34]([H:37])[c:35]([H:38])[c:28]([H:39])[n+:41]2[O:25]1,[Si-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([C]([H])([H])[H])[c]([H])[c]([H])[c]2[H])-[c]2[c]([C]([H])([H])[H])[c]([H])[c]([H])[c]([H])[n+]2[O]1>>[Si-]1([O][C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([C]([H])([H])[H])[c]([H])[c]([H])[c]2[H])-[c]2[c]([C]([H])([H])[H])[c]([H])[c]([H])[c]([H])[n+]2[O]1
1aMebp5,S,9.594619857,18.87611249,-9.28149263,-1503209.73844609,-1503219.3330587,-1503228.61454432,-1502973.06652414,-1502981.11118952,-1502963.61686611,9.44965803087689,-8.04466538038105,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:40]2[c:26]([c:31]([C:44]([H:45])([H:46])[H:47])[c:32]([H:36])[c:30]([H:43])[c:29]2[H:42])-[c:27]2[c:33]([C:48]([H:49])([H:50])[H:51])[c:34]([H:37])[c:35]([H:38])[c:28]([H:39])[n+:41]2[O:25]1>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:40]2[c:26]([c:31]([C:44]([H:45])([H:46])[H:47])[c:32]([H:36])[c:30]([H:43])[c:29]2[H:42])-[c:27]2[c:33]([C:48]([H:49])([H:50])[H:51])[c:34]([H:37])[c:35]([H:38])[c:28]([H:39])[n+:41]2[O:25]1,[Si-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([C]([H])([H])[H])[c]([H])[c]([H])[c]2[H])-[c]2[c]([C]([H])([H])[H])[c]([H])[c]([H])[c]([H])[n+]2[O]1>>[Si-]1([O][C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([C]([H])([H])[H])[c]([H])[c]([H])[c]2[H])-[c]2[c]([C]([H])([H])[H])[c]([H])[c]([H])[c]([H])[n+]2[O]1
1abp1,S,8.962717817,18.57679047,-9.614072651,-1453883.02678649,-1453891.98949754,-1453901.60356292,-1453680.49449168,-1453688.99410109,-1453671.91330611,8.58118557510898,-8.49960940470919,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:45])[c:29]2[H:44])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([H:41])[n+:43]2[O:25]1>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:45])[c:29]2[H:44])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([H:41])[n+:43]2[O:25]1,[Si-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]([H])[c]2[H])-[c]2[c]([H])[c]([H])[c]([H])[c]([H])[n+]2[O]1>>[Si-]1([O][C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]([H])[c]2[H])-[c]2[c]([H])[c]([H])[c]([H])[c]([H])[n+]2[O]1
1abp2,S,7.294170126,20.23592552,-12.94175539,-1453883.77038465,-1453891.06454927,-1453904.00629489,-1453679.8682377,-1453691.32655204,-1453672.60795857,7.26027913042344,-11.4583143398631,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:45])[c:29]2[H:44])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([H:41])[n+:43]2[O:25]1>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:45])[c:29]2[H:44])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([H:41])[n+:43]2[O:25]1,[Si-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]([H])[c]2[H])-[c]2[c]([H])[c]([H])[c]([H])[c]([H])[n+]2[O]1>>[Si-]1([O][C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]([H])[c]2[H])-[c]2[c]([H])[c]([H])[c]([H])[c]([H])[n+]2[O]1
1abp3,S,9.641055559,20.6456892,-11.00463365,-1453883.47106286,-1453893.11211114,-1453904.11673647,-1453681.69554391,-1453691.37173269,-1453671.98107708,9.71446682908572,-9.67618878022768,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:45])[c:29]2[H:44])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([H:41])[n+:43]2[O:25]1>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:45])[c:29]2[H:44])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([H:41])[n+:43]2[O:25]1,[Si-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]([H])[c]2[H])-[c]2[c]([H])[c]([H])[c]([H])[c]([H])[n+]2[O]1>>[Si-]1([O][C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]([H])[c]2[H])-[c]2[c]([H])[c]([H])[c]([H])[c]([H])[n+]2[O]1
1abp4,S,9.870724026,22.68258496,-12.81186093,-1453880.04423621,-1453889.91495278,-1453902.72680403,-1453678.52411342,-1453689.98870285,-1453668.93075583,9.5933575918898,-11.4645894300193,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:45])[c:29]2[H:44])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([H:41])[n+:43]2[O:25]1>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:45])[c:29]2[H:44])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([H:41])[n+:43]2[O:25]1,[Si-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]([H])[c]2[H])-[c]2[c]([H])[c]([H])[c]([H])[c]([H])[n+]2[O]1>>[Si-]1([O][C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]([H])[c]2[H])-[c]2[c]([H])[c]([H])[c]([H])[c]([H])[n+]2[O]1
1abp5,S,9.474765548,15.10101549,-5.626249944,-1453880.93843654,-1453890.41319493,-1453896.03944062,-1453679.10769679,-1453683.48770961,-1453669.74024244,9.36745435209014,-4.38001282000914,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:45])[c:29]2[H:44])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([H:41])[n+:43]2[O:25]1>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:45])[c:29]2[H:44])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([H:41])[n+:43]2[O:25]1,[Si-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]([H])[c]2[H])-[c]2[c]([H])[c]([H])[c]([H])[c]([H])[n+]2[O]1>>[Si-]1([O][C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]([H])[c]2[H])-[c]2[c]([H])[c]([H])[c]([H])[c]([H])[n+]2[O]1
1bbp1,R,8.734304369,17.80746385,-9.073159485,-1578409.4970779,-1578418.23137567,-1578427.3045283,-1578216.71815548,-1578224.64798671,-1578208.12190969,8.59624579106458,-7.92983123310842,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:41]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:43])[c:29]2[F:44])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([F:45])[n+:42]2[O:25]1>>[Si:1]([O:2][C:3]([c:4]1[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]1[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:41]1[c:26](-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([F:45])[n+:42]2[O-:25])[c:31]([H:36])[c:32]([H:37])[c:30]([H:43])[c:29]1[F:44],[Si-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]([H])[c]2[F])-[c]2[c]([H])[c]([H])[c]([H])[c]([F])[n+]2[O]1>>[Si]([O][C]([c]1[c]([H])[c]([H])[c]([H])[c]([H])[c]1[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]1[c](-[c]2[c]([H])[c]([H])[c]([H])[c]([F])[n+]2[O-])[c]([H])[c]([H])[c]([H])[c]1[F]
1bbp2,R,7.106544793,16.48843894,-9.381894146,-1578411.01690469,-1578418.12344412,-1578427.50533118,-1578216.60959642,-1578224.63041646,-1578209.44407115,7.16552527085878,-8.02082003792748,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:41]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:43])[c:29]2[F:44])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([F:45])[n+:42]2[O:25]1>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:41]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:43])[c:29]2[F:44])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([F:45])[n+:42]2[O:25]1,[Si-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]([H])[c]2[F])-[c]2[c]([H])[c]([H])[c]([H])[c]([F])[n+]2[O]1>>[Si-]1([O][C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]([H])[c]2[F])-[c]2[c]([H])[c]([H])[c]([H])[c]([F])[n+]2[O]1
1bbp3,R,12.58909507,20.83958963,-8.250494564,-1578403.9894314,-1578416.57851696,-1578424.82900529,-1578215.07094435,-1578222.02060653,-1578202.70713453,12.3638098270167,-6.94966217502952,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:41]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:43])[c:29]2[F:44])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([F:45])[n+:42]2[O:25]1>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:41]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:43])[c:29]2[F:44])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([F:45])[n+:42]2[O:25]1,[Si-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]([H])[c]2[F])-[c]2[c]([H])[c]([H])[c]([H])[c]([F])[n+]2[O]1>>[Si-]1([O][C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]([H])[c]2[F])-[c]2[c]([H])[c]([H])[c]([H])[c]([F])[n+]2[O]1
1bbp4,R,9.861311384,20.38527277,-10.52396139,-1578405.45278239,-1578415.31408633,-1578425.83803977,-1578213.77325574,-1578223.03717111,-1578204.13911007,9.63414567685686,-9.26391536695883,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:41]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:43])[c:29]2[F:44])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([F:45])[n+:42]2[O:25]1>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:41]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:43])[c:29]2[F:44])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([F:45])[n+:42]2[O:25]1,[Si-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]([H])[c]2[F])-[c]2[c]([H])[c]([H])[c]([H])[c]([F])[n+]2[O]1>>[Si-]1([O][C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]([H])[c]2[F])-[c]2[c]([H])[c]([H])[c]([H])[c]([F])[n+]2[O]1
1bbp5,R,10.07654713,21.59134598,-11.51479885,-1578407.50097177,-1578417.57751129,-1578429.09230144,-1578216.08876395,-1578226.19542391,-1578206.27452319,9.81424075993709,-10.1066599541809,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:41]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:43])[c:29]2[F:44])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([F:45])[n+:42]2[O:25]1>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:41]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:43])[c:29]2[F:44])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([F:45])[n+:42]2[O:25]1,[Si-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]([H])[c]2[F])-[c]2[c]([H])[c]([H])[c]([H])[c]([F])[n+]2[O]1>>[Si-]1([O][C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]([H])[c]2[F])-[c]2[c]([H])[c]([H])[c]([H])[c]([F])[n+]2[O]1
