,rxn_id,rxn_smiles,solvent,temp,G_act,G_r,switch_reactants
3175,3583,[CH3:1][C:2]([CH3:3])=[C:4]([CH3:5])[CH3:6].[CH3:7][N:8]=[N+:9]([CH3:10])[N-:11][C:12](=[O:13])[NH:14][CH3:15]>>[CH3:1][C:2]1([CH3:3])[C:4]([CH3:5])([CH3:6])[N:11]([C:12](=[O:13])[NH:14][CH3:15])[N:9]([CH3:10])[N:8]1[CH3:7],water,298.15,36.0631643556075,-4.19454041431231,1
3176,3584,[C:1]1(=[O:2])[CH:3]=[CH:4][C:5](=[O:6])[CH:7]=[CH:8]1.[CH3:9][O:10][C:11](=[O:12])[N-:13][N+:14]([CH3:15])=[NH:16]>>[C:1]1(=[O:2])[CH:3]=[CH:4][C:5](=[O:6])[C@H:7]2[C@@H:8]1[N:13]([C:11]([O:10][CH3:9])=[O:12])[N:14]([CH3:15])[NH:16]2,water,298.15,27.4492856468389,-0.729047385370595,0
3177,3585,[CH3:1]/[CH:2]=[CH:3]\[CH3:4].[CH3:5][O:6][C:7](=[O:8])[C-:9]([N+:10]#[C:11][C:12]#[N:13])[C:14]([CH3:15])=[O:16]>>[CH3:1][C@@H:2]1[C@H:3]([CH3:4])[C:9]([C:7]([O:6][CH3:5])=[O:8])([C:14]([CH3:15])=[O:16])[N:10]=[C:11]1[C:12]#[N:13],water,298.15,13.3664371458041,-42.2614175627724,1
3178,3586,[CH3:1]/[CH:2]=[CH:3]\[CH3:4].[CH3:5][C:6](=[O:7])[CH:8]=[O+:9][N-:10][c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1>>[CH3:1][C@@H:2]1[C@H:3]([CH3:4])[N:10]([c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[O:9][CH:8]1[C:6]([CH3:5])=[O:7],water,298.15,9.18861680549642,-43.5966270141341,1
3179,3587,[CH3:1]/[CH:2]=[CH:3]\[CH3:4].[CH3:5][C:6](=[O:7])[c-:8]1[c:9](=[O:10])[o:11][c:12]([C:13]#[N:14])[n+:15]1[CH3:16]>>[CH3:1][C@H:2]1[C@@H:3]([CH3:4])[C:8]2([C:6]([CH3:5])=[O:7])[C:9](=[O:10])[O:11][C:12]1([C:13]#[N:14])[N:15]2[CH3:16],water,298.15,24.3647003128366,-3.11611565736337,1
3180,3588,[CH3:1][C:2]([CH3:3])=[C:4]([CH3:5])[CH3:6].[CH3:7][N-:8][NH+:9]=[C:10]([CH3:11])[C:12](=[O:13])[NH:14][CH3:15]>>[CH3:1][C:2]1([CH3:3])[C:4]([CH3:5])([CH3:6])[N:8]([CH3:7])[NH:9][C:10]1([CH3:11])[C:12](=[O:13])[NH:14][CH3:15],water,298.15,28.6782909968741,-7.38406568032655,1
3181,3589,[CH3:1]/[CH:2]=[CH:3]\[CH3:4].[CH3:5][NH:6][C:7](=[O:8])[CH-:9][N+:10]([CH3:11])=[C:12]([C:13]#[N:14])[C:15]#[N:16]>>[CH3:1][C@H:2]1[C@@H:3]([CH3:4])[CH:9]([C:7]([NH:6][CH3:5])=[O:8])[N:10]([CH3:11])[C:12]1([C:13]#[N:14])[C:15]#[N:16],water,298.15,18.3808194793843,-23.0438271257494,1
3182,3592,[CH3:1][C:2]([CH3:3])=[CH:4][CH:5]=[O:6].[CH3:7][O:8][C:9](=[O:10])[C:11]([CH3:12])=[NH+:13][N-:14][C:15]#[N:16]>>[CH3:1][C:2]1([CH3:3])[CH:4]([CH:5]=[O:6])[N:14]([C:15]#[N:16])[NH:13][C:11]1([C:9]([O:8][CH3:7])=[O:10])[CH3:12],water,298.15,35.677231862637,3.29102442261577,1
3183,3593,[CH3:1][C:2]([CH3:3])=[CH:4][CH:5]=[O:6].[CH3:7][O:8][C:9](=[O:10])[C:11]([CH3:12])=[NH+:13][N-:14][C:15]#[N:16]>>[CH3:1][C:2]1([CH3:3])[CH:4]([CH:5]=[O:6])[C:11]([C:9]([O:8][CH3:7])=[O:10])([CH3:12])[NH:13][N:14]1[C:15]#[N:16],water,298.15,25.3252367713064,0.634785809690173,1
3184,3594,[CH2:1]=[CH2:2].[CH3:3][NH:4][C:5](=[O:6])[C:7]([C:8]#[N:9])=[N+:10]([CH3:11])[CH-:12][C:13](=[O:14])[O:15][CH3:16]>>[CH2:1]1[CH2:2][CH:12]([C:13](=[O:14])[O:15][CH3:16])[N:10]([CH3:11])[C:7]1([C:5]([NH:4][CH3:3])=[O:6])[C:8]#[N:9],water,298.15,20.6266799870494,-33.8257425708829,1
3185,3595,[CH3:10][NH:11][C:12](=[O:13])[C:14]#[N+:15][O-:16].[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9]>>[CH3:1][C:2]1([CH3:3])[CH:4](/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9])[C:14]([C:12]([NH:11][CH3:10])=[O:13])=[N:15][O:16]1,water,298.15,21.4116555199061,-26.4714413246231,0
3186,3596,[CH3:10][NH:11][C:12](=[O:13])[C:14]#[N+:15][O-:16].[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9]>>[CH3:1][C:2]1([CH3:3])[CH:4](/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9])[O:16][N:15]=[C:14]1[C:12]([NH:11][CH3:10])=[O:13],water,298.15,23.660312953395,-22.7247223019549,0
3187,3597,[CH3:10][NH:11][C:12](=[O:13])[C:14]#[N+:15][O-:16].[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9]>>[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]1([CH3:8])[CH2:9][O:16][N:15]=[C:14]1[C:12]([NH:11][CH3:10])=[O:13],water,298.15,27.9256061428971,-23.1396456730139,0
3188,3598,[CH3:10][NH:11][C:12](=[O:13])[C:14]#[N+:15][O-:16].[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9]>>[CH3:1][C:2]([CH3:3])=[CH:4][C@H:5]1[C@H:6]([C:7]([CH3:8])=[CH2:9])[C:14]([C:12]([NH:11][CH3:10])=[O:13])=[N:15][O:16]1,water,298.15,18.246375007346,-21.2535986790181,0
3189,3599,[CH3:10][NH:11][C:12](=[O:13])[C:14]#[N+:15][O-:16].[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9]>>[CH3:1][C:2]([CH3:3])=[CH:4][C@H:5]1[C@H:6]([C:7]([CH3:8])=[CH2:9])[O:16][N:15]=[C:14]1[C:12]([NH:11][CH3:10])=[O:13],water,298.15,23.5192838895481,-21.0892150897773,0
3190,3601,[CH2:1]=[CH2:2].[CH3:3][O:4][C:5](=[O:6])[C:7](=[NH+:8][C-:9]([CH3:10])[C:11]#[N:12])[C:13](=[O:14])[O:15][CH3:16]>>[CH2:1]1[CH2:2][C:9]([CH3:10])([C:11]#[N:12])[NH:8][C:7]1([C:5]([O:4][CH3:3])=[O:6])[C:13](=[O:14])[O:15][CH3:16],water,298.15,16.8169031203053,-28.7999976281492,1
3191,3602,[CH3:9][CH:10]=[NH+:11][CH-:12][C:13](=[O:14])[O:15][CH3:16].[O-:1][C:2](=[O:3])/[CH:4]=[CH:5]/[C:6](=[O:7])[O-:8]>>[O-:1][C:2](=[O:3])[C@H:4]1[C@H:5]([C:6](=[O:7])[O-:8])[CH:12]([C:13](=[O:14])[O:15][CH3:16])[NH:11][CH:10]1[CH3:9],water,298.15,12.6723620811804,-22.7180152049845,1
3192,3603,[C:1]1(=[O:2])[CH:3]=[CH:4][C:5](=[O:6])[CH:7]=[CH:8]1.[CH3:9][O:10][C:11](=[O:12])[C-:13]([C:14]#[N:15])[N+:16]#[N:17]>>[C:1]1(=[O:2])[CH:3]=[CH:4][C:5](=[O:6])[C@H:7]2[C@@H:8]1[C:13]([C:11]([O:10][CH3:9])=[O:12])([C:14]#[N:15])[N:16]=[N:17]2,water,298.15,29.6016246548573,0.392682357512466,0
3193,3604,[CH3:1]/[CH:2]=[CH:3]/[CH3:4].[CH3:5][NH:6][C:7](=[O:8])[C-:9]([C:10]#[N:11])[NH+:12]=[CH:13][C:14]([CH3:15])=[O:16]>>[CH3:1][C@H:2]1[C@H:3]([CH3:4])[C:9]([C:7]([NH:6][CH3:5])=[O:8])([C:10]#[N:11])[NH:12][CH:13]1[C:14]([CH3:15])=[O:16],water,298.15,19.0992999981852,-24.6056390125238,1
3194,3605,[CH2:1]=[CH2:2].[CH3:3][NH:4][C:5](=[O:6])[c-:7]1[nH+:8][c:9]([C:10](=[O:11])[O:12][CH3:13])[o:14][c:15]1=[O:16]>>[CH2:1]1[CH2:2][C:7]2([C:5]([NH:4][CH3:3])=[O:6])[NH:8][C:9]1([C:10](=[O:11])[O:12][CH3:13])[O:14][C:15]2=[O:16],water,298.15,21.6534535485606,-10.7900705743158,1
3195,3606,[CH2:1]=[CH2:2].[CH3:3][NH:4][C:5](=[O:6])[C-:7]([C:8]#[N:9])[N+:10]([CH3:11])=[CH:12][C:13](=[O:14])[O:15][CH3:16]>>[CH2:1]1[CH2:2][C:7]([C:5]([NH:4][CH3:3])=[O:6])([C:8]#[N:9])[N:10]([CH3:11])[CH:12]1[C:13](=[O:14])[O:15][CH3:16],water,298.15,18.9175172513116,-34.4028372914009,1
3196,3608,[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9].[CH:10]#[N+:11][N-:12][C:13](=[O:14])[O:15][CH3:16]>>[CH3:1][C:2]([CH3:3])=[CH:4][C@H:5]1[C@H:6]([C:7]([CH3:8])=[CH2:9])[CH:10]=[N:11][N:12]1[C:13](=[O:14])[O:15][CH3:16],water,298.15,17.8804388251412,-33.9238678629528,0
3197,3610,[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9].[CH:10]#[N+:11][N-:12][C:13](=[O:14])[O:15][CH3:16]>>[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]1([CH3:8])[CH2:9][N:12]([C:13](=[O:14])[O:15][CH3:16])[N:11]=[CH:10]1,water,298.15,22.5614588032822,-37.1998707914766,0
3198,3611,[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9].[CH:10]#[N+:11][N-:12][C:13](=[O:14])[O:15][CH3:16]>>[CH3:1][C:2]1([CH3:3])[CH:4](/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9])[CH:10]=[N:11][N:12]1[C:13](=[O:14])[O:15][CH3:16],water,298.15,19.5963221094243,-35.1565899861333,0
3199,3612,[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9].[CH:10]#[N+:11][N-:12][C:13](=[O:14])[O:15][CH3:16]>>[CH3:1][C:2]([CH3:3])=[CH:4][C@H:5]1[C@H:6]([C:7]([CH3:8])=[CH2:9])[N:12]([C:13](=[O:14])[O:15][CH3:16])[N:11]=[CH:10]1,water,298.15,19.530200473825,-33.9402301721641,0
3200,3613,[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9].[CH:10]#[N+:11][N-:12][C:13](=[O:14])[O:15][CH3:16]>>[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]1([CH3:8])[CH2:9][CH:10]=[N:11][N:12]1[C:13](=[O:14])[O:15][CH3:16],water,298.15,10.7841528438126,-40.5263443364073,0
3201,3614,[CH3:1]/[CH:2]=[CH:3]\[CH3:4].[CH3:5][C:6](=[O+:7][C-:8]([CH3:9])[CH3:10])[c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1>>[CH3:1][C@H:2]1[C@@H:3]([CH3:4])[C:8]([CH3:9])([CH3:10])[O:7][C:6]1([CH3:5])[c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1,water,298.15,12.8782908786504,-58.0215834572035,1
3202,3616,[CH3:1][C:2]([CH3:3])=[CH:4][CH:5]=[O:6].[CH3:7][C:8](=[O:9])[c-:10]1[nH+:11][c:12]([CH3:13])[o:14][c:15]1=[O:16]>>[CH3:1][C:2]1([CH3:3])[CH:4]([CH:5]=[O:6])[C:10]2([C:8]([CH3:7])=[O:9])[NH:11][C:12]1([CH3:13])[O:14][C:15]2=[O:16],water,298.15,37.3996750473195,12.9464908863314,0
3203,3617,[CH3:1]/[CH:2]=[CH:3]\[CH3:4].[CH3:5][O:6][C:7](=[O:8])[C-:9]([C:10]#[N:11])[NH+:12]=[CH:13][C:14]([CH3:15])=[O:16]>>[CH3:1][C@H:2]1[C@@H:3]([CH3:4])[C:9]([C:7]([O:6][CH3:5])=[O:8])([C:10]#[N:11])[NH:12][CH:13]1[C:14]([CH3:15])=[O:16],water,298.15,21.5097189833994,-11.9176695392928,1
3204,3618,[CH3:10][c-:11]1[o+:12][n:13][o:14][c:15]1=[O:16].[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9]>>[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]1([CH3:8])[CH2:9][C:11]2([CH3:10])[O:12][N:13]1[O:14][C:15]2=[O:16],water,298.15,15.6226465481248,-18.2982693507879,0
3205,3619,[CH3:10][c-:11]1[o+:12][n:13][o:14][c:15]1=[O:16].[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9]>>[CH3:1][C:2]([CH3:3])=[CH:4][C@H:5]1[C@H:6]([C:7]([CH3:8])=[CH2:9])[C:11]2([CH3:10])[O:12][N:13]1[O:14][C:15]2=[O:16],water,298.15,19.8618022230216,-12.2805485065548,0
3206,3620,[CH3:10][c-:11]1[o+:12][n:13][o:14][c:15]1=[O:16].[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9]>>[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]1([CH3:8])[CH2:9][N:13]2[O:12][C:11]1([CH3:10])[C:15](=[O:16])[O:14]2,water,298.15,17.1688618438731,-16.4757415188961,0
3207,3621,[CH3:10][c-:11]1[o+:12][n:13][o:14][c:15]1=[O:16].[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9]>>[CH3:1][C:2]1([CH3:3])[CH:4](/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9])[C:11]2([CH3:10])[O:12][N:13]1[O:14][C:15]2=[O:16],water,298.15,16.6095099074917,-16.8318187265036,0
3208,3622,[CH3:10][c-:11]1[o+:12][n:13][o:14][c:15]1=[O:16].[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9]>>[CH3:1][C:2]1([CH3:3])[CH:4](/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9])[N:13]2[O:12][C:11]1([CH3:10])[C:15](=[O:16])[O:14]2,water,298.15,21.3457170634143,-14.1893480979135,0
3209,3623,[CH3:10][c-:11]1[o+:12][n:13][o:14][c:15]1=[O:16].[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9]>>[CH3:1][C:2]([CH3:3])=[CH:4][C@H:5]1[C@@H:6]([C:7]([CH3:8])=[CH2:9])[N:13]2[O:12][C:11]1([CH3:10])[C:15](=[O:16])[O:14]2,water,298.15,22.6898004178544,-11.221135409899,0
3210,3624,[CH2:1]=[CH2:2].[CH3:3][NH:4][C:5](=[O:6])[C:7]#[N+:8][C-:9]([C:10]([CH3:11])=[O:12])[C:13](=[O:14])[O:15][CH3:16]>>[CH2:1]1[CH2:2][C:9]([C:10]([CH3:11])=[O:12])([C:13](=[O:14])[O:15][CH3:16])[N:8]=[C:7]1[C:5]([NH:4][CH3:3])=[O:6],water,298.15,14.0198883569964,-42.4432394074388,1
3211,3625,[CH3:10][O:11][C:12](=[O:13])[N-:14][N+:15]#[N:16].[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9]>>[CH3:1][C:2]([CH3:3])=[CH:4][C@H:5]1[C@H:6]([C:7]([CH3:8])=[CH2:9])[N:14]([C:12]([O:11][CH3:10])=[O:13])[N:15]=[N:16]1,water,298.15,32.3335963883204,-4.19009254086363,0
3212,3626,[CH3:10][O:11][C:12](=[O:13])[N-:14][N+:15]#[N:16].[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9]>>[CH3:1][C:2]1([CH3:3])[CH:4](/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9])[N:16]=[N:15][N:14]1[C:12]([O:11][CH3:10])=[O:13],water,298.15,30.9120245370752,-5.07798341177093,0
3213,3627,[CH3:10][O:11][C:12](=[O:13])[N-:14][N+:15]#[N:16].[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9]>>[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]1([CH3:8])[CH2:9][N:16]=[N:15][N:14]1[C:12]([O:11][CH3:10])=[O:13],water,298.15,26.3468696476537,-6.5572808508617,0
3214,3628,[CH3:10][O:11][C:12](=[O:13])[N-:14][N+:15]#[N:16].[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9]>>[CH3:1][C:2]1([CH3:3])[CH:4](/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9])[N:14]([C:12]([O:11][CH3:10])=[O:13])[N:15]=[N:16]1,water,298.15,29.4180721077829,-6.52161740044389,0
3215,3629,[CH3:10][O:11][C:12](=[O:13])[N-:14][N+:15]#[N:16].[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9]>>[CH3:1][C:2]([CH3:3])=[CH:4][C@H:5]1[C@H:6]([C:7]([CH3:8])=[CH2:9])[N:16]=[N:15][N:14]1[C:12]([O:11][CH3:10])=[O:13],water,298.15,30.32466768701,-3.6547732828796,0
3216,3630,[CH3:10][O:11][C:12](=[O:13])[N-:14][N+:15]#[N:16].[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9]>>[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]1([CH3:8])[CH2:9][N:14]([C:12]([O:11][CH3:10])=[O:13])[N:15]=[N:16]1,water,298.15,31.5052565186475,-6.95849979899995,0
3217,3633,[CH3:10][C:11]([CH3:12])=[O+:13][N-:14][C:15]#[N:16].[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9]>>[CH3:1][C:2]1([CH3:3])[CH:4](/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9])[N:14]([C:15]#[N:16])[O:13][C:11]1([CH3:10])[CH3:12],water,298.15,23.1646065856977,-11.9826545721389,0
3218,3634,[CH3:10][C:11]([CH3:12])=[O+:13][N-:14][C:15]#[N:16].[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9]>>[CH3:1][C:2]1([CH3:3])[CH:4](/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9])[C:11]([CH3:10])([CH3:12])[O:13][N:14]1[C:15]#[N:16],water,298.15,21.9752192175255,-15.8184753521229,0
3219,3635,[CH3:10][C:11]([CH3:12])=[O+:13][N-:14][C:15]#[N:16].[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9]>>[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]1([CH3:8])[CH2:9][C:11]([CH3:10])([CH3:12])[O:13][N:14]1[C:15]#[N:16],water,298.15,13.2356544508103,-16.9731716747704,0
3220,3636,[CH3:10][C:11]([CH3:12])=[O+:13][N-:14][C:15]#[N:16].[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9]>>[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]1([CH3:8])[CH2:9][N:14]([C:15]#[N:16])[O:13][C:11]1([CH3:10])[CH3:12],water,298.15,26.7139773819371,-12.9002707121897,0
3221,3637,[CH3:10][C:11]([CH3:12])=[O+:13][N-:14][C:15]#[N:16].[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9]>>[CH3:1][C:2]([CH3:3])=[CH:4][C@H:5]1[C@H:6]([C:7]([CH3:8])=[CH2:9])[N:14]([C:15]#[N:16])[O:13][C:11]1([CH3:10])[CH3:12],water,298.15,24.4093388408212,-12.2409495685753,0
3222,3638,[CH3:10][C:11]([CH3:12])=[O+:13][N-:14][C:15]#[N:16].[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9]>>[CH3:1][C:2]([CH3:3])=[CH:4][C@H:5]1[C@H:6]([C:7]([CH3:8])=[CH2:9])[C:11]([CH3:10])([CH3:12])[O:13][N:14]1[C:15]#[N:16],water,298.15,19.8696699663197,-12.0796198621488,0
3223,3639,[CH3:1]/[CH:2]=[CH:3]\[CH3:4].[CH3:5][NH:6][C:7](=[O:8])[N-:9][NH+:10]=[C:11]([C:12]#[N:13])[C:14]([CH3:15])=[O:16]>>[CH3:1][C@@H:2]1[C@H:3]([CH3:4])[N:9]([C:7]([NH:6][CH3:5])=[O:8])[NH:10][C:11]1([C:12]#[N:13])[C:14]([CH3:15])=[O:16],water,298.15,29.4341674171049,-10.9081292125636,1
3224,3640,[O-:1][C:2](=[O:3])/[CH:4]=[CH:5]/[C:6](=[O:7])[O-:8].[O-:9][N+:10]#[C:11][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1>>[O-:1][C:2](=[O:3])[C@H:4]1[C@H:5]([C:6](=[O:7])[O-:8])[O:9][N:10]=[C:11]1[c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,water,298.15,21.317723540662,-24.7971466302318,1
3225,3641,[CH3:10][N-:11][N+:12]#[C:13][C:14]([CH3:15])=[O:16].[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9]>>[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]1([CH3:8])[CH2:9][C:13]([C:14]([CH3:15])=[O:16])=[N:12][N:11]1[CH3:10],water,298.15,17.2488594920312,-38.9238542072717,0
3226,3642,[CH3:10][N-:11][N+:12]#[C:13][C:14]([CH3:15])=[O:16].[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9]>>[CH3:1][C:2]1([CH3:3])[CH:4](/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9])[C:13]([C:14]([CH3:15])=[O:16])=[N:12][N:11]1[CH3:10],water,298.15,17.7915047974222,-37.30849743414,0
3227,3643,[CH3:10][N-:11][N+:12]#[C:13][C:14]([CH3:15])=[O:16].[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9]>>[CH3:1][C:2]([CH3:3])=[CH:4][C@H:5]1[C@H:6]([C:7]([CH3:8])=[CH2:9])[N:11]([CH3:10])[N:12]=[C:13]1[C:14]([CH3:15])=[O:16],water,298.15,18.695750443369,-34.0665105639732,0
3228,3644,[CH3:10][N-:11][N+:12]#[C:13][C:14]([CH3:15])=[O:16].[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9]>>[CH3:1][C:2]([CH3:3])=[CH:4][C@H:5]1[C@H:6]([C:7]([CH3:8])=[CH2:9])[C:13]([C:14]([CH3:15])=[O:16])=[N:12][N:11]1[CH3:10],water,298.15,18.2393955873417,-33.9779779018651,0
3229,3645,[CH3:10][N-:11][N+:12]#[C:13][C:14]([CH3:15])=[O:16].[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9]>>[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]1([CH3:8])[CH2:9][N:11]([CH3:10])[N:12]=[C:13]1[C:14]([CH3:15])=[O:16],water,298.15,25.2864812451527,-34.9789087362069,0
3230,3646,[CH3:10][N-:11][N+:12]#[C:13][C:14]([CH3:15])=[O:16].[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9]>>[CH3:1][C:2]1([CH3:3])[CH:4](/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9])[N:11]([CH3:10])[N:12]=[C:13]1[C:14]([CH3:15])=[O:16],water,298.15,22.2390602088162,-36.0565427588237,0
3231,3648,[CH3:10][C:11]#[N+:12][N-:13][C:14]([CH3:15])=[O:16].[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9]>>[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]1([CH3:8])[CH2:9][N:13]([C:14]([CH3:15])=[O:16])[N:12]=[C:11]1[CH3:10],water,298.15,25.6914301087541,-32.3689523245376,0
3232,3649,[CH3:10][C:11]#[N+:12][N-:13][C:14]([CH3:15])=[O:16].[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9]>>[CH3:1][C:2]([CH3:3])=[CH:4][C@H:5]1[C@H:6]([C:7]([CH3:8])=[CH2:9])[N:13]([C:14]([CH3:15])=[O:16])[N:12]=[C:11]1[CH3:10],water,298.15,24.656442580324,-29.546063516417,0
3233,3650,[CH3:10][C:11]#[N+:12][N-:13][C:14]([CH3:15])=[O:16].[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9]>>[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]1([CH3:8])[CH2:9][C:11]([CH3:10])=[N:12][N:13]1[C:14]([CH3:15])=[O:16],water,298.15,17.2054120399102,-31.6393175429347,0
3234,3651,[CH3:10][C:11]#[N+:12][N-:13][C:14]([CH3:15])=[O:16].[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9]>>[CH3:1][C:2]([CH3:3])=[CH:4][C@H:5]1[C@H:6]([C:7]([CH3:8])=[CH2:9])[C:11]([CH3:10])=[N:12][N:13]1[C:14]([CH3:15])=[O:16],water,298.15,23.0610612732499,-28.2374919175073,0
3235,3652,[CH3:10][C:11]#[N+:12][N-:13][C:14]([CH3:15])=[O:16].[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9]>>[CH3:1][C:2]1([CH3:3])[CH:4](/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9])[C:11]([CH3:10])=[N:12][N:13]1[C:14]([CH3:15])=[O:16],water,298.15,24.0648334164002,-30.629376045637,0
